e6865bd0-1618-11e6-ae54-af164fc5b0b2,1,2,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b3,1,3,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b4,1,7,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b5,7,6,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b6,7,4,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b7,7,2,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b8,3,10,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0b9,3,8,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c1,3,6,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c2,11,9,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c3,11,8,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c4,11,10,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c5,2,5,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c6,2,7,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c7,2,9,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c8,12,2,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0c9,12,4,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d0,12,6,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d1,4,11,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d2,4,9,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d3,4,7,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d4,5,10,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d5,5,8,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
e6865bd0-1618-11e6-ae54-af164fc5b0d6,5,6,2000,2016-05-09 19:16:08.969-07,2016-05-09 19:16:08.969-07
